Country Name,ISO,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Males,Females,Latitude,Longitude,Basic water access,Basic sanitation,GDP (Millions),Continent Code,Continent Name
Togo,TGO,96.5098,94.8207,93.2536,91.8030,90.4903,89.2254,88.0624,86.9092,85.7164,84.4006,83.0252,81.5059,79.8913,78.1593,76.3986,74.5369,72.6599,70.8327,69.0434,67.2774,65.5547,63.9062,62.3085,60.7157,59.1787,57.6765,56.2252,54.8153,53.4418,52.1235,50.8325,49.5092,48.2496,46.9929,45.7611,50.2595,41.0212,8.619543,0.824782,68.58372009,18.60319806,7574.635241,AF,Africa
Tonga,TON,21.6487,21.1988,20.7253,20.1654,19.5601,18.9268,18.2794,17.6852,17.1967,16.7955,16.4956,16.2724,16.0970,15.9109,15.6961,15.4630,15.2180,14.9826,14.8007,14.6582,14.5713,14.5222,14.5015,14.4980,14.4959,14.4712,14.4490,14.4408,14.4506,14.4580,14.4615,14.4701,14.4627,14.4257,14.2913,12.3413,16.1451,-21.178986,-175.198242,98.73108083,92.89333236,512.3500594,OC,Oceania
Trinidad and Tobago,TTO,29.6346,28.9160,28.2900,27.7079,27.1919,26.7706,26.3814,26.0618,25.7950,25.5702,25.3795,25.2195,25.1316,25.0569,24.9809,24.9024,24.8034,24.5599,24.2153,23.7920,23.3165,22.7490,22.1765,21.5980,21.0221,20.4161,19.7877,19.1847,18.5855,18.1045,17.5982,17.0756,16.5903,16.1298,15.6558,17.1625,14.0117,10.691803,-61.222503,98.87517077,93.91521101,21529.82477,NA,North america
Tunisia,TUN,53.3110,50.8561,48.6747,46.6743,44.8708,43.1658,41.4870,39.8593,38.1623,36.3424,34.4304,32.4627,30.4458,28.4949,26.6380,24.9188,23.3496,21.9927,20.7620,19.6964,18.7541,17.9218,17.2191,16.6366,16.1591,15.7770,15.4603,15.2183,15.0219,14.8731,14.7610,14.7028,14.6727,14.6112,14.4867,15.7791,13.1344,33.886917,9.537499,97.54330899,97.43445889,39235.67287,AF,Africa
Turkey,TUR,70.9193,67.5032,64.2388,61.1073,58.1390,55.3554,52.6973,50.0811,47.5606,45.0827,42.6668,40.3031,37.9611,35.7246,33.5417,31.4326,29.4252,27.4964,25.6533,23.9198,22.2967,20.7537,19.3357,17.9857,16.7506,15.6053,14.5721,13.5991,12.7121,11.9001,11.1471,10.4528,9.7967,9.1841,8.6153,9.1746,8.0279,38.963745,35.243322,97.01426916,100,720101.2124,EU,Europe
Turkmenistan,TKM,76.1250,73.1797,70.4048,68.0220,66.1356,64.8246,64.1987,64.1281,64.4262,64.7761,65.0345,64.7239,63.7725,62.2088,60.0668,57.5613,54.7882,51.9493,49.2366,46.6489,44.2661,42.1221,40.3477,38.8986,37.7659,36.9170,36.3893,36.0799,36.0029,36.0524,36.2143,36.4295,36.6590,36.6445,36.3216,41.3086,31.0686,38.969719,59.556278,100,100,45231.42857,AS,Asia
Tuvalu,TUV,44.2000,43.5935,43.0341,42.5832,42.1297,41.6411,41.0714,40.4526,39.7412,38.9343,38.0491,37.1082,36.1189,35.1313,34.1444,33.1912,32.3478,31.6190,30.9405,30.3475,29.7717,29.1834,28.5945,27.9090,27.1447,26.4063,25.6728,24.9953,24.2603,23.6433,22.8842,22.2176,21.5453,20.9055,20.2315,22.5011,17.8631,-7.109535,177.64933,100,83.7,48.8555502,OC,Oceania
Uganda,UGA,116.7731,114.4892,112.5382,110.7976,108.9767,106.8181,104.4392,102.1423,100.0516,98.4768,97.2852,96.1978,94.8265,92.9816,90.5329,87.3615,83.6177,79.4604,74.9719,70.3943,66.0343,62.0941,58.4093,55.0312,52.4575,49.8625,47.5785,44.6239,42.9186,40.9066,39.2117,37.5672,36.0430,34.6005,33.4373,36.8694,29.8355,1.373333,32.290275,55.85504921,19.78963715,37372.03256,AF,Africa
Ukraine,UKR,18.9678,18.2657,17.6470,17.1400,16.7793,16.5743,16.5333,16.6395,16.8506,17.0997,17.2913,17.3297,17.1814,16.8537,16.3442,15.7166,15.0355,14.3426,13.6689,13.0520,12.4926,12.0034,11.5494,11.0805,10.5796,10.0734,9.5882,9.1518,8.7656,8.4245,8.1261,7.8587,7.6156,7.3927,7.1773,7.8862,6.4269,48.379433,31.16558,93.92828195,97.74271759,155582.0087,EU,Europe
United Arab Emirates,ARE,19.2240,17.9873,16.8929,15.9127,15.0345,14.2291,13.5082,12.8654,12.2922,11.7797,11.3244,10.9213,10.5511,10.2146,9.9111,9.6316,9.3643,9.1071,8.8542,8.5925,8.3315,8.0864,7.8597,7.6463,7.4425,7.2545,7.0904,6.9558,6.8494,6.7658,6.7024,6.6444,6.5826,6.5061,6.4049,7.0566,5.7168,23.424076,53.847818,100,100,421142.2679,AS,Asia
United Kingdom,GBR,9.6932,9.4424,9.1661,8.8220,8.4003,7.9062,7.3986,6.9433,6.5780,6.3022,6.1060,5.9670,5.8568,5.7545,5.6591,5.5691,5.4837,5.4011,5.3203,5.2372,5.1453,5.0377,4.9096,4.7584,4.5918,4.4185,4.2503,4.1026,3.9835,3.8922,3.8305,3.7866,3.7516,3.7177,3.6744,4.0121,3.3201,55.378051,-3.435973,100,100,2707743.777,EU,Europe
United Republic of Tanzania,TZA,106.3357,105.4955,104.3370,102.9565,101.3894,99.9518,98.6768,97.5119,96.2957,94.9959,93.4976,91.6767,89.3038,86.3428,82.7820,78.6781,74.3069,69.9054,65.8213,62.1518,58.8175,56.1353,53.3663,51.3446,49.0595,47.3269,45.7025,44.2743,43.1080,41.9849,40.9733,39.7507,38.3199,37.0005,35.9767,38.9541,32.9019,-6.369028,34.888822,60.71679759,31.7607758,62409.74843,AF,Africa
United States of America,USA,10.6461,10.3984,10.1650,9.9294,9.6740,9.3951,9.0978,8.7873,8.4805,8.1913,7.9297,7.7024,7.5111,7.3544,7.2236,7.1141,7.0239,6.9481,6.8805,6.8160,6.7460,6.6668,6.5752,6.4710,6.3574,6.2433,6.1347,6.0382,5.9540,5.8821,5.8196,5.7650,5.7113,5.6436,5.5574,6.0367,5.0535,37.09024,-95.712891,100,100,20936600,NA,North america
Uruguay,URY,25.1439,24.1496,23.0484,21.9572,20.9763,20.1516,19.5050,19.0172,18.6483,18.3237,17.9304,17.3730,16.6882,15.9786,15.3333,14.7938,14.4035,14.0758,13.6720,13.1199,12.4533,11.7163,10.9745,10.2950,9.7197,9.2512,8.8913,8.5935,8.3027,7.9834,7.6316,7.2464,6.8492,6.4515,6.0683,6.6935,5.4096,-32.522779,-55.765835,100,98.05452933,53628.82744,SA,South america
Uzbekistan,UZB,69.2352,66.0507,63.4527,61.4735,60.1120,59.3978,59.1375,59.0916,58.8607,58.4468,57.8955,57.2180,56.2910,55.1173,53.5986,51.8158,49.7079,47.3845,45.0833,42.7170,40.3865,38.0534,35.7519,33.5101,31.3218,29.2041,27.2122,25.3182,23.5482,21.8494,20.2702,18.8090,17.5517,16.4723,15.5745,17.7086,13.2952,41.377491,64.585262,97.82878485,100,57707.18995,AS,Asia
Vanuatu,VUT,37.9039,35.5786,33.5446,31.7946,30.2785,28.9902,27.8458,26.8368,25.9781,25.3074,24.7806,24.4008,24.9889,23.9263,23.7963,23.7119,23.6495,23.6420,23.6605,23.7375,23.8441,24.0014,24.1893,24.3465,24.5195,24.7043,24.8196,24.8501,24.7113,24.4154,24.0156,23.4978,22.9341,22.4191,21.8538,23.5504,20.033,-15.376706,166.959158,91.23119075,52.70704482,854.7936401,OC,Oceania
Venezuela (Bolivarian Republic of),VEN,29.6190,28.6700,27.6733,26.6339,25.6084,24.6679,23.8770,23.2763,22.8363,22.4937,22.0966,21.5037,20.7401,19.9156,20.1344,18.3991,17.8381,17.3730,16.9001,16.3649,15.8302,15.3543,14.9824,14.7456,14.6539,14.6661,14.7434,14.8871,15.1191,15.4318,16.4365,21.0444,21.0390,21.0384,21.0384,22.8372,19.1031,6.42375,-66.58973,93.68580071,95.75957043,482359.3188,SA,South america
Viet Nam,VNM,42.6170,41.7200,40.6916,39.5168,38.2238,36.8532,35.4243,33.9657,32.4372,30.9640,29.4813,28.0974,26.7665,25.5374,24.4085,23.4098,22.5250,21.6869,20.9653,20.3651,19.8356,19.4195,19.0671,18.7664,18.4956,18.2612,18.0387,17.8184,17.6171,17.4170,17.2012,16.9380,16.6285,16.2698,15.8845,17.9651,13.6764,14.058324,108.277199,96.88435687,89.24647713,271158.4421,AS,Asia
Yemen,YEM,105.7154,101.1868,97.3059,93.9243,90.9485,88.3214,86.0242,83.9960,82.2695,80.7472,79.3132,77.8715,76.2062,74.0379,71.4728,68.6574,65.6583,62.6317,59.7023,56.9692,54.3193,51.8050,49.3433,46.9843,44.9405,43.6343,43.0775,42.9641,42.9630,42.9861,43.3588,43.3108,43.3417,43.6397,43.6230,47.5916,39.6042,15.552727,48.516388,60.66356984,54.11663604,23486.2696,AS,Asia
Zambia,ZMB,101.3735,103.3777,105.1359,106.4403,107.0945,107.4115,107.1035,106.5235,105.1283,103.4571,101.4179,99.4998,97.6735,95.6376,93.0958,89.6718,85.0173,79.6490,74.2783,68.7669,63.8063,60.3661,58.3746,55.9199,54.1302,52.3232,51.0282,49.9234,48.7461,47.4722,46.7212,45.7892,44.1244,43.3646,42.4153,46.1253,38.4907,-13.133897,27.849332,65.41238357,31.89963255,19320.05386,AF,Africa
Zimbabwe,ZWE,53.9740,51.6517,50.1849,49.3167,49.1224,49.5409,50.4135,51.6388,53.0018,54.2702,55.4821,55.7067,55.0494,53.9706,52.6040,51.5039,50.9010,50.7664,50.8975,51.9826,52.9680,54.9461,56.2028,56.4181,55.8660,53.7765,51.6320,47.8534,45.8649,44.2457,42.8680,41.3921,40.5173,39.2738,38.4238,42.5883,34.0235,-19.015438,29.154857,62.66645761,35.19236284,16768.51344,AF,Africa
